epoch,train_loss_transformed,val_rmse,val_mae,val_r2,test_rmse,test_mae,test_r2
1,212.77939727737436,1743076.0642106852,1017575.5439157874,-0.5169917081518678,2174539.9455596497,1200152.8974573403,-0.43803418930978943
